Id,SalePrice
1461,112624.26766282317
1462,159737.94636413714
1463,186516.87348155855
1464,197154.61215871476
1465,205458.83082706333
1466,170109.88900904797
1467,174914.63129742778
1468,156537.3963196141
1469,212404.4808916951
1470,114814.72433948735
1471,154673.25710451943
1472,97527.34593843654
1473,93328.28323963113
1474,146113.08683519994
1475,106203.06141363262
1476,375890.8155894786
1477,262148.14959922084
1478,312082.3964182724
1479,304114.83067841816
1480,485293.09685627895
1481,309751.89983945445
1482,204474.36412499353
1483,176840.41236306293
1484,161547.6029852633
1485,177776.94095445526
1486,188131.25281489533
1487,335370.34258078993
1488,219411.96604794086
1489,203143.24942762931
1490,256155.40018322537
1491,201427.7639490226
1492,102686.82040088312
1493,185868.61768339135
1494,304891.91224912915
1495,288854.34772763634
1496,243632.51081723344
1497,175264.66230566156
1498,175571.04202229352
1499,162402.9432010577
1500,148934.28568196806
1501,195743.2985221628
1502,133174.90824703503
1503,357205.3757722017
1504,233242.04631427486
1505,224234.97549118448
1506,192313.90434047175
1507,257674.38078148276
1508,196161.43432637953
1509,154561.67563594147
1510,143516.92491153386
1511,160433.2819093278
1512,175159.27806040036
1513,150461.4056251806
1514,169875.4228622541
1515,207781.16899838645
1516,152518.47551579066
1517,183147.5502898623
1518,121383.39041737994
1519,221204.1234804384
1520,118756.43703336033
1521,134423.48497573912
1522,188248.219210549
1523,111830.13266586224
1524,123503.88657974827
1525,116193.45052876943
1526,104050.3514908801
1527,102202.73824960829
1528,130357.31987483587
1529,161015.40845400383
1530,211705.54325544377
1531,129498.49199908765
1532,91968.65817575195
1533,166704.52793419446
1534,126818.74084880509
1535,150842.75630701243
1536,92779.97410441484
1537,46296.324517374975
1538,151585.59258536153
1539,206723.87544363874
1540,118826.84706582295
1541,142258.55729220712
1542,166038.50277640726
1543,188173.88671268555
1544,75079.39989807471
1545,120031.70521354271
1546,137800.58293747893
1547,136441.9465212536
1548,150984.19955316072
1549,126379.75171602462
1550,143377.4978872588
1551,104036.82709362169
1552,153200.63728525574
1553,156954.83070611753
1554,113317.54944164705
1555,157685.30479952946
1556,57703.6722583427
1557,140420.88754116677
1558,107353.61935000718
1559,61007.597693065676
1560,116490.84676774088
1561,150667.35792017027
1562,131278.84840002537
1563,128492.29558550709
1564,162463.2915860523
1565,158050.7389939629
1566,227985.61191226964
1567,72302.07285562457
1568,220123.7604700645
1569,136256.57749483167
1570,125462.03836683676
1571,81828.26831109679
1572,150812.3945940026
1573,267756.80618686124
1574,135835.6912561423
1575,232531.0006641829
1576,230675.73165175176
1577,181736.67484831295
1578,158139.90293324259
1579,133883.61483929734
1580,189636.83797832453
1581,152376.9320092184
1582,134041.93621234034
1583,281799.9469159135
1584,219866.48779675757
1585,134110.4619990081
1586,81934.51183615634
1587,103555.94750940878
1588,152271.29815044827
1589,105550.47604178588
1590,122895.55272070601
1591,89774.9964323015
1592,127710.22855208817
1593,128255.79690196904
1594,147598.97908609445
1595,117322.20185585928
1596,230619.9455255613
1597,210387.9442652197
1598,212923.7138386985
1599,193560.81379744827
1600,171550.16814471906
1601,51456.5921110691
1602,128839.09575736112
1603,36811.85895795177
1604,272246.32189387386
1605,224203.0733730802
1606,148667.70135354574
1607,167521.9268835986
1608,200009.16715238322
