Id,SalePrice
1461,107896.07619569609
1462,146824.8317567651
1463,179427.20365615434
1464,191569.8958833369
1465,209575.0327135363
1466,169371.9976691769
1467,175305.84308275254
1468,157382.22935229796
1469,207269.74928579683
1470,118957.1809189276
1471,153969.49453522317
1472,100696.07528254205
1473,92777.39157747151
1474,143991.46633387136
1475,102436.65094061404
1476,371717.172905282
1477,260169.60347913732
1478,316899.50506128
1479,315673.01463890355
1480,468614.463159953
1481,311287.2817531236
1482,214703.01014516532
1483,172669.14273775392
1484,164890.16741784534
1485,191685.34962473082
1486,189245.28498888947
1487,339484.9516484671
1488,224214.13069830078
1489,199352.2858858167
1490,253153.85407378094
1491,200730.28796812892
1492,103208.54598903094
1493,202903.24148521674
1494,311577.64299109485
1495,286832.735235434
1496,245332.59594503342
1497,171500.67551366566
1498,179094.09235769685
1499,162899.75581438298
1500,153227.33320997533
1501,191864.99473884952
1502,135347.88586891282
1503,311703.04292067
1504,238575.6308824636
1505,223925.7045498842
1506,190237.16689487163
1507,245242.2109332743
1508,191533.46426823927
1509,155460.83027627313
1510,145884.8047178579
1511,157000.90771065757
1512,171694.92675399373
1513,161260.59733238732
1514,159090.93635945834
1515,202065.65458524873
1516,154972.28982835863
1517,174208.28408141446
1518,118889.61493223501
1519,212358.92325397447
1520,118937.98023429996
1521,127047.06230960236
1522,188861.03874414874
1523,109470.96025639918
1524,120721.10176068233
1525,111906.1320507886
1526,104385.37738596968
1527,104398.97101489037
1528,126092.15356436609
1529,156283.67431207374
1530,212910.21515495848
1531,139610.3986606885
1532,99657.09979120064
1533,157918.97884011327
1534,122485.28631749553
1535,142788.48717889615
1536,93046.69030431498
1537,41713.282796539446
1538,155818.69818871343
1539,209441.5245515164
1540,119760.1320222234
1541,137760.1028473897
1542,152917.25724282186
1543,181088.86736119346
1544,86557.00225937236
1545,121040.55308504589
1546,145559.15644249337
1547,136524.87959727334
1548,152131.83625744918
1549,129939.96061696278
1550,149948.80385451915
1551,105078.85414101394
1552,160008.4741508002
1553,154463.428780252
1554,116946.89688928504
1555,149781.50456942088
1556,67382.54666339874
1557,128151.01126415022
1558,104550.68905108229
1559,62023.45430600077
1560,124525.32993722189
