Id,SalePrice
1461,125215.24
1462,157414.0
1463,172660.59
1464,182673.22
1465,197631.0
1466,185191.12
1467,169337.12
1468,177029.5
1469,184031.4
1470,120234.0
1471,200570.21
1472,95728.0
1473,98932.0
1474,153459.77
1475,141119.0
1476,374985.15
1477,249521.07
1478,305020.25
1479,257854.67
1480,451267.0
1481,305705.9
1482,208118.94
1483,179407.01
1484,178984.78
1485,171497.93
1486,202268.65
1487,328168.12
1488,240672.68
1489,209688.51
1490,198932.28
1491,192216.05
1492,99041.4
1493,173514.31
1494,300815.01
1495,292452.78
1496,229616.31
1497,192462.2
1498,153885.23
1499,153012.34
1500,155372.72
1501,175672.0
1502,163050.8
1503,295967.34
1504,234777.4
1505,219809.89
1506,185512.24
1507,227038.74
1508,203984.56
1509,165081.5
1510,151805.87
1511,152290.96
1512,166435.09
1513,154889.1
1514,161158.24
1515,170573.88
1516,162551.85
1517,153611.82
1518,131144.75
1519,226112.28
1520,140065.25
1521,145635.5
1522,162884.0
1523,115274.49
1524,122893.5
1525,125193.48
1526,128577.5
1527,104256.82
1528,125212.75
1529,143491.55
1530,172121.5
1531,127890.16
1532,108644.5
1533,147914.12
1534,115711.5
1535,156446.22
1536,116025.27
1537,77462.12
1538,190449.82
1539,242551.41
1540,111247.9
1541,151641.68
1542,141984.28
1543,223537.65
1544,80347.76
1545,103074.0
1546,121405.0
1547,139913.82
1548,137198.85
1549,114438.43
1550,143951.5
1551,116995.1
1552,148061.59
1553,142083.66
1554,114786.53
1555,167603.92
1556,97132.37
1557,127036.48
1558,93882.47
1559,114789.17
1560,147569.67
1561,158033.5
1562,128134.0
1563,124128.0
1564,160542.98
1565,149593.5
1566,216412.5
1567,78075.87
1568,222556.49
1569,150366.48
1570,127864.29
1571,133771.27
1572,145616.5
1573,233605.06
1574,115429.36
1575,215406.72
1576,215556.32
1577,204435.84
1578,153867.26
1579,142176.5
1580,191414.4
1581,141756.75
1582,127735.0
1583,331530.47
1584,240705.38
1585,140447.0
1586,72599.44
1587,105817.5
1588,151456.19
1589,102161.65
1590,134352.5
1591,107009.08
1592,125301.27
1593,120841.7
1594,141551.21
1595,121703.62
1596,233010.55
1597,161965.33
1598,177011.13
1599,211538.22
1600,195099.35
1601,81617.22
1602,114994.58
1603,98478.58
1604,283924.61
1605,251427.23
1606,170416.82
1607,167845.65
1608,213641.26
1609,197447.98
1610,157585.58
1611,153374.67
1612,150262.88
1613,165882.11
1614,121084.03
1615,85982.54
1616,82648.0
1617,89345.92
1618,127996.5
1619,133239.08
1620,150681.49
1621,137731.26
1622,154722.57
1623,290188.15
1624,215344.87
1625,131187.83
1626,173627.5
1627,186091.35
1628,292660.0
1629,176468.65
1630,362622.35
1631,226921.21
1632,256009.49
1633,170720.28
1634,181570.0
1635,180629.32
1636,164810.64
1637,171385.34
1638,212887.7
1639,176917.05
1640,252017.59
1641,182796.0
1642,224432.91
1643,228053.59
1644,221167.12
1645,177237.88
1646,157449.5
1647,158705.6
1648,142937.29
1649,138467.05
1650,121774.6
1651,122975.83
1652,93844.0
1653,99897.0
1654,153305.0
1655,153833.17
1656,149672.5
1657,153025.5
1658,151674.3
1659,142722.4
1660,145793.43
1661,422507.41
1662,373604.4
1663,378708.85
1664,459079.8
1665,309784.34
1666,337102.0
1667,356231.55
1668,324018.68
1669,307052.3
1670,338745.09
1671,263319.94
1672,447237.39
1673,300214.81
1674,254312.37
1675,189519.6
1676,191827.96
1677,212955.17
1678,475149.23
1679,379516.26
1680,327472.12
1681,263214.99
1682,303870.83
1683,188809.65
1684,169659.1
1685,174077.38
1686,167483.72
1687,164994.37
1688,185111.92
1689,188335.3
1690,184348.89
1691,175012.66
1692,276781.98
1693,169805.78
1694,185533.65
1695,170135.75
1696,261507.84
1697,171353.51
1698,344642.22
1699,338064.39
1700,239235.95
1701,263524.97
1702,254395.26
1703,252743.35
1704,293098.05
1705,241713.83
1706,440602.78
1707,221467.23
1708,218419.56
1709,273807.9
1710,224664.06
1711,271380.37
1712,243557.03
1713,243413.44
1714,225183.86
1715,201600.0
1716,173207.17
1717,160415.4
1718,144997.9
1719,204676.4
1720,250871.6
1721,162621.2
1722,132819.25
1723,156790.95
1724,211854.77
1725,233000.62
1726,185931.5
1727,177936.93
1728,184367.75
1729,166980.78
1730,163302.43
1731,123569.08
1732,134382.6
1733,127021.33
1734,133557.25
1735,133797.5
1736,116537.07
1737,371686.02
1738,215762.96
1739,268787.47
1740,187512.24
1741,179673.23
1742,174988.48
1743,175351.2
1744,313211.26
1745,231621.63
1746,278854.0
1747,217325.64
1748,206157.49
1749,159302.25
1750,147607.5
1751,226372.48
1752,123599.5
1753,142335.3
1754,214744.4
1755,164249.04
1756,123714.31
1757,120324.16
1758,146342.58
1759,167652.05
1760,162618.0
1761,151819.6
1762,168461.02
1763,166068.34
1764,117082.49
1765,176149.94
1766,168904.32
1767,199589.5
1768,141698.25
1769,166545.21
1770,139952.5
1771,135869.75
1772,140528.87
1773,143063.55
1774,134036.59
1775,134515.75
1776,120680.59
1777,121070.0
1778,131039.3
1779,116038.46
1780,176230.46
1781,132066.84
1782,99900.36
1783,133612.54
1784,98671.35
1785,119467.78
1786,148882.5
1787,170436.45
1788,59774.33
1789,93667.9
1790,86847.47
1791,178612.65
1792,155055.5
1793,137700.59
1794,142375.43
1795,137503.58
1796,121737.34
1797,118603.84
1798,125400.66
1799,119242.49
1800,119752.44
1801,129509.56
1802,156456.65
1803,154616.5
1804,138764.15
1805,137463.5
1806,115848.54
1807,151978.32
1808,119123.83
1809,123745.91
1810,145866.26
1811,115089.56
1812,117898.24
1813,122230.0
1814,101213.58
1815,61357.76
1816,104042.21
1817,120075.95
1818,131929.54
1819,120159.78
1820,77418.64
1821,124587.5
1822,152382.99
1823,62425.24
1824,140981.16
1825,137929.05
1826,102889.5
1827,107203.21
1828,135826.21
1829,115419.7
1830,146878.69
1831,167109.75
1832,111098.38
1833,144965.0
1834,131278.62
1835,175480.5
1836,132573.75
1837,102435.97
1838,139014.93
